Id,MSSubClass,MSZoning.FV,MSZoning.RH,MSZoning.RL,MSZoning.RM,LotFrontage,LotArea,Street.Pave,LotShape.IR2,LotShape.IR3,LotShape.Reg,LandContour.HLS,LandContour.Low,LandContour.Lvl,Utilities.NoSeWa,LotConfig.CulDSac,LotConfig.FR2,LotConfig.FR3,LotConfig.Inside,LandSlope.Mod,LandSlope.Sev,Neighborhood.Blueste,Neighborhood.BrDale,Neighborhood.BrkSide,Neighborhood.ClearCr,Neighborhood.CollgCr,Neighborhood.Crawfor,Neighborhood.Edwards,Neighborhood.Gilbert,Neighborhood.IDOTRR,Neighborhood.MeadowV,Neighborhood.Mitchel,Neighborhood.NAmes,Neighborhood.NoRidge,Neighborhood.NPkVill,Neighborhood.NridgHt,Neighborhood.NWAmes,Neighborhood.OldTown,Neighborhood.Sawyer,Neighborhood.SawyerW,Neighborhood.Somerst,Neighborhood.StoneBr,Neighborhood.SWISU,Neighborhood.Timber,Neighborhood.Veenker,Condition1.Feedr,Condition1.Norm,Condition1.PosA,Condition1.PosN,Condition1.RRAe,Condition1.RRAn,Condition1.RRNe,Condition1.RRNn,Condition2.Feedr,Condition2.Norm,Condition2.PosA,Condition2.PosN,Condition2.RRAe,Condition2.RRAn,Condition2.RRNn,BldgType.2fmCon,BldgType.Duplex,BldgType.Twnhs,BldgType.TwnhsE,HouseStyle.1.5Unf,HouseStyle.1Story,HouseStyle.2.5Fin,HouseStyle.2.5Unf,HouseStyle.2Story,HouseStyle.SFoyer,HouseStyle.SLvl,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle.Gable,RoofStyle.Gambrel,RoofStyle.Hip,RoofStyle.Mansard,RoofStyle.Shed,RoofMatl.CompShg,RoofMatl.Membran,RoofMatl.Metal,RoofMatl.Roll,RoofMatl.Tar.Grv,RoofMatl.WdShake,RoofMatl.WdShngl,Exterior1st.AsphShn,Exterior1st.BrkComm,Exterior1st.BrkFace,Exterior1st.CBlock,Exterior1st.CemntBd,Exterior1st.HdBoard,Exterior1st.ImStucc,Exterior1st.MetalSd,Exterior1st.Plywood,Exterior1st.Stone,Exterior1st.Stucco,Exterior1st.VinylSd,Exterior1st.Wd.Sdng,Exterior1st.WdShing,Exterior2nd.AsphShn,Exterior2nd.Brk.Cmn,Exterior2nd.BrkFace,Exterior2nd.CBlock,Exterior2nd.CmentBd,Exterior2nd.HdBoard,Exterior2nd.ImStucc,Exterior2nd.MetalSd,Exterior2nd.Other,Exterior2nd.Plywood,Exterior2nd.Stone,Exterior2nd.Stucco,Exterior2nd.VinylSd,Exterior2nd.Wd.Sdng,Exterior2nd.Wd.Shng,MasVnrArea,ExterQual,ExterCond,Foundation.CBlock,Foundation.PConc,Foundation.Slab,Foundation.Stone,Foundation.Wood,BsmtQual,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating.GasA,Heating.GasW,Heating.Grav,Heating.OthW,Heating.Wall,HeatingQC.Fa,HeatingQC.Gd,HeatingQC.Po,HeatingQC.TA,CentralAir.Y,Electrical.FuseF,Electrical.FuseP,Electrical.Mix,Electrical.SBrkr,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual.Fa,KitchenQual.Gd,KitchenQual.TA,TotRmsAbvGrd,Functional.Maj2,Functional.Min1,Functional.Min2,Functional.Mod,Functional.Sev,Functional.Typ,Fireplaces,GarageArea,GarageQual,PavedDrive.P,PavedDrive.Y,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType.Con,SaleType.ConLD,SaleType.ConLI,SaleType.ConLw,SaleType.CWD,SaleType.New,SaleType.Oth,SaleType.WD,SaleCondition.AdjLand,SaleCondition.Alloca,SaleCondition.Family,SaleCondition.Normal,SaleCondition.Partial,SalePrice
159,60,1,0,0,0,100,12552,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,2004,2005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,1,0,0,0,0,222,0,769,991,1,0,0,0,0,0,0,0,0,1,0,0,0,1,991,956,0,1947,0,0,2,1,3,1,0,1,0,8,0,0,0,0,0,1,1,678,9,0,1,0,136,0,0,0,0,0,5,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,254900
160,60,0,0,1,0,134,19378,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,2005,2006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,456,4,3,0,1,0,0,0,72,57,0,1335,1392,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1392,1070,0,2462,1,0,2,1,4,1,0,1,0,9,0,0,0,0,0,1,1,576,9,0,1,239,132,0,168,0,0,0,3,2006,0,0,0,0,0,1,0,0,0,0,0,0,1,320000
161,20,0,0,1,0,0,11120,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,1984,1984,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,1,0,0,0,0,660,0,572,1232,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1232,0,0,1232,0,0,2,0,3,1,0,0,1,6,0,0,0,0,0,1,0,516,9,0,1,0,0,0,0,0,0,0,6,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,162500
162,60,0,0,1,0,110,13688,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,5,2003,2004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,664,4,3,0,1,0,0,0,180,1016,0,556,1572,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1572,1096,0,2668,1,0,2,1,3,1,0,0,0,10,0,0,0,0,0,1,2,726,9,0,1,400,0,0,0,0,0,0,3,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,412500
163,20,0,0,1,0,95,12182,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,2005,2005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,226,4,3,0,1,0,0,0,48,1201,0,340,1541,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1541,0,0,1541,0,0,2,0,3,1,0,1,0,7,0,0,0,0,0,1,1,532,9,0,1,0,70,0,0,0,0,0,5,2010,0,0,0,0,0,1,0,0,0,0,0,0,1,220000
164,45,0,0,1,0,55,5500,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,6,1956,1956,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,882,882,1,0,0,0,0,0,0,0,0,1,0,0,0,1,882,0,0,882,0,0,1,0,1,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,2007,0,0,0,0,0,0,0,1,0,0,0,1,0,103200
165,40,0,0,0,1,40,5400,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,7,1926,2004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,18,370,0,779,1149,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1149,467,0,1616,0,0,2,0,3,1,0,1,0,5,0,0,0,0,0,1,0,216,9,0,1,0,0,183,0,0,0,0,10,2007,0,0,0,0,0,0,0,1,0,0,0,1,0,152000
166,190,0,0,1,0,62,10106,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,7,1940,1999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,351,181,112,644,1,0,0,0,0,0,1,0,0,1,0,0,0,1,808,547,0,1355,1,0,2,0,4,2,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,140,0,0,0,0,0,0,9,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,127500
167,20,0,0,1,0,0,10708,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,1955,1993,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,1,0,0,0,0,0,379,768,470,1617,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1867,0,0,1867,1,0,1,0,2,1,0,0,1,7,0,0,0,0,0,1,3,303,9,0,1,476,0,0,0,142,0,0,11,2009,0,0,0,0,0,0,0,0,0,0,0,1,0,190000
168,60,0,0,1,0,86,10562,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5,2007,2007,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300,4,3,0,1,0,0,0,0,1288,0,294,1582,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1610,551,0,2161,1,0,1,1,3,1,0,0,0,8,0,0,0,0,0,1,1,789,9,0,1,178,120,0,0,0,0,0,11,2007,0,0,0,0,0,1,0,0,0,0,0,0,1,325624
169,60,0,0,1,0,62,8244,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,2004,2004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,1,0,0,0,0,0,0,840,840,1,0,0,0,0,0,0,0,0,1,0,0,0,1,840,880,0,1720,0,0,2,1,3,1,0,1,0,7,0,0,0,0,0,1,1,440,9,0,1,100,48,0,0,0,0,0,5,2007,0,0,0,0,0,0,0,1,0,0,0,1,0,183500
170,20,0,0,1,0,0,16669,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,6,1981,1981,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,653,4,3,1,0,0,0,0,0,0,0,1686,1686,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1707,0,0,1707,0,0,2,1,2,1,0,0,1,6,0,0,0,0,0,1,1,511,9,0,1,574,64,0,0,0,0,0,1,2006,0,0,0,0,0,0,0,1,0,0,0,1,0,228000
171,50,0,0,0,1,0,12358,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1941,1950,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,360,0,360,720,1,0,0,0,0,0,0,0,1,1,0,0,0,1,854,0,528,1382,0,0,1,1,2,1,0,0,1,7,0,0,0,0,0,1,0,660,9,0,1,237,0,0,0,0,0,0,5,2007,0,0,0,0,0,0,0,1,0,0,0,1,0,128500
172,20,0,0,1,0,141,31770,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,1960,1960,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,112,3,3,1,0,0,0,0,144,639,0,441,1080,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1656,0,0,1656,1,0,1,0,3,1,0,0,1,7,0,0,0,0,0,1,2,528,9,1,0,210,62,0,0,0,0,0,5,2010,0,0,0,0,0,0,0,1,0,0,0,1,0,215000
173,160,0,0,1,0,44,5306,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,7,1987,1987,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,495,215,354,1064,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1064,703,0,1767,1,0,2,0,2,1,0,1,0,5,0,0,0,0,0,1,1,504,12,0,1,441,35,0,0,0,0,0,6,2006,0,0,0,0,0,0,0,1,0,0,0,1,0,239000
174,20,0,0,1,0,80,10197,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,1961,1961,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,491,3,3,1,0,0,0,0,0,288,374,700,1362,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1362,0,0,1362,1,0,1,1,3,1,0,0,1,6,0,0,0,0,0,1,1,504,9,0,1,0,20,0,0,0,0,0,6,2008,0,0,0,0,0,0,0,0,0,0,0,1,0,163000
175,20,0,0,1,0,47,12416,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,1986,1986,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,132,3,3,1,0,0,0,0,0,1398,208,0,1606,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1651,0,0,1651,1,0,2,0,3,1,0,0,1,7,0,0,1,0,0,0,1,616,9,0,1,192,0,0,0,0,0,0,11,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,184000
176,20,0,0,1,0,84,12615,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,7,1950,2001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,0,120,477,0,725,1202,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2158,0,0,2158,1,0,2,0,4,1,0,1,0,7,0,0,0,0,0,1,1,576,9,0,1,0,29,39,0,0,0,0,6,2007,0,0,0,0,0,0,0,1,0,0,0,1,0,243000
177,60,0,0,1,0,97,10029,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,5,1988,1989,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,268,4,3,0,1,0,0,0,0,831,0,320,1151,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1164,896,0,2060,0,1,2,1,4,1,0,0,1,8,0,0,0,0,0,1,1,521,9,0,1,0,228,0,0,192,0,0,9,2007,0,0,0,0,0,0,0,1,0,0,0,1,0,211000
178,50,0,0,1,0,0,13650,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1958,1958,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,57,441,554,1052,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1252,668,0,1920,1,0,2,0,4,1,0,1,0,8,0,0,0,0,0,1,1,451,9,0,1,0,0,0,0,0,0,0,7,2006,0,0,0,0,0,0,0,1,0,0,0,1,0,172500
179,20,0,0,1,0,63,17423,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,5,2008,2009,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,748,5,3,0,1,0,0,0,0,1904,0,312,2216,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2234,0,0,2234,1,0,2,0,1,1,0,0,0,9,0,0,0,0,0,1,1,1166,9,0,1,0,60,0,0,0,0,0,7,2009,0,0,0,0,0,1,0,0,0,0,0,0,1,501837
180,30,0,0,0,1,60,8520,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1923,2006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,1,0,0,0,0,0,0,0,968,968,1,0,0,0,0,0,0,0,1,1,0,0,0,1,968,0,0,968,0,0,1,0,2,1,0,0,1,5,0,0,0,0,0,1,0,480,6,0,0,0,0,184,0,0,0,0,7,2007,0,0,0,0,0,0,0,1,0,0,0,1,0,1.00E+05
181,160,1,0,0,0,0,2117,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,5,2000,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,456,4,3,0,1,0,0,0,0,436,0,320,756,1,0,0,0,0,0,0,0,0,1,0,0,0,1,769,756,0,1525,0,0,2,1,3,1,0,1,0,5,0,0,0,0,0,1,1,440,9,0,1,0,0,0,0,0,0,0,6,2007,0,0,0,0,0,0,0,1,0,0,0,1,0,177000
182,70,0,0,1,0,54,7588,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,6,1920,1950,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,352,0,441,793,1,0,0,0,0,0,1,0,0,1,0,0,0,1,901,901,0,1802,0,0,1,1,4,1,0,0,1,9,0,0,0,0,0,1,1,216,6,0,1,0,0,40,0,0,0,0,7,2006,0,0,0,0,0,0,0,1,0,0,0,1,0,200100
183,20,0,0,1,0,60,9060,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1957,2006,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1340,0,0,1340,0,0,1,0,3,1,0,0,1,7,0,0,0,0,0,1,1,252,9,0,1,116,0,0,180,0,0,0,6,2007,0,0,0,0,0,0,0,1,0,0,0,1,0,120000
184,50,0,0,0,1,63,11426,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2003,2003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,1,0,0,0,0,0,0,1362,1362,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1362,720,0,2082,0,0,2,1,3,1,0,1,0,6,0,0,0,1,0,0,0,484,9,0,0,280,238,0,0,0,0,0,6,2008,0,0,0,0,0,0,0,1,0,0,0,1,0,2.00E+05
185,50,0,0,1,0,92,7438,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1908,1991,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,504,504,1,0,0,0,0,0,1,0,0,1,0,0,0,1,936,316,0,1252,0,0,1,0,3,1,0,0,1,5,0,0,0,0,0,1,0,576,9,0,1,104,0,0,0,0,0,0,6,2006,0,0,0,0,0,0,0,1,0,0,0,1,0,127000
186,75,0,0,0,1,90,22950,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,9,1892,1993,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,9,0,0,1107,1107,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1518,1518,572,3608,0,0,2,1,4,1,0,0,0,12,0,0,0,0,0,1,2,840,15,0,1,0,260,0,0,410,0,0,6,2006,0,0,0,0,0,0,0,1,0,0,0,1,0,475000
187,80,0,0,1,0,0,9947,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,1990,1991,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,144,611,0,577,1188,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1217,0,0,1217,1,0,2,0,3,1,0,1,0,6,0,0,0,0,0,1,0,497,9,0,1,168,27,0,0,0,0,0,6,2009,0,0,0,0,0,0,0,1,0,0,0,1,0,173000
188,50,0,0,1,0,60,10410,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1916,1987,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,660,660,1,0,0,0,0,0,0,0,0,1,0,0,0,1,808,704,144,1656,0,0,2,1,3,1,0,0,1,8,0,0,1,0,0,0,0,180,4,0,0,0,0,0,140,0,0,0,8,2009,0,0,0,0,0,0,0,1,0,0,0,1,0,135000
